tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
opcion_unica,"En materia contractual, ¿qué es la oferta y en qué consiste la aceptación?",Derecho,"La oferta es la propuesta de celebrar un contrato dirigida a una o más personas; la aceptación es la manifestación de voluntad de aceptar dicha propuesta, lo que perfecciona el contrato.",La oferta es la invitación a negociar; la aceptación es el pago del precio.,La oferta es la entrega de la cosa; la aceptación es la firma del contrato.,La oferta es la declaración de voluntad unilateral; la aceptación es el silencio del destinatario.,,,0,"La oferta es la propuesta de celebrar un contrato dirigida a una o más personas; la aceptación es la manifestación de voluntad de aceptar dicha propuesta, lo que perfecciona el contrato.","La oferta es una propuesta contractual y la aceptación es la conformidad con ella, cuya conjunción da nacimiento al contrato.",
opcion_unica,¿Qué son los contratos solemnes?,Derecho,Son aquellos que dependen de un suceso incierto para determinar sus efectos.,"Son aquellos que requieren la entrega de una cosa para su perfeccionamiento, como el préstamo.","Son aquellos que, además del consentimiento, requieren una formalidad específica, como la intervención notarial y la redacción de un documento notarial, sin la cual el contrato carece de validez.","Son aquellos que se perfeccionan por el solo consentimiento de las partes, sin necesidad de formalidad alguna.",,,2,"Son aquellos que, además del consentimiento, requieren una formalidad específica, como la intervención notarial y la redacción de un documento notarial, sin la cual el contrato carece de validez.","Los contratos solemnes exigen una formalidad esencial, como la escritura notarial, para su validez.",
opcion_unica,¿En qué consiste el principio del consensualismo y el efecto relativo del contrato?,Derecho,El consensualismo exige que el contrato conste por escrito para su validez.,El consensualismo establece que los contratos solo producen efectos entre las partes y sus herederos.,El consensualismo requiere la entrega de una cosa para perfeccionar el contrato.,"El consensualismo implica que el contrato se forma por el solo consentimiento de las partes, siendo la regla general en materia contractual.",,,3,"El consensualismo implica que el contrato se forma por el solo consentimiento de las partes, siendo la regla general en materia contractual.","El principio del consensualismo establece que el consentimiento es suficiente para obligar, siendo la base del derecho común en contratos.",
opcion_unica,¿Qué son los contratos aleatorios?,Derecho,Son contratos en los que una de las partes no tiene obligaciones.,Son contratos que requieren una formalidad solemne para su validez.,Son contratos en los que las prestaciones son ciertas y determinadas desde su celebración.,"Son convenios recíprocos cuyos efectos de pérdida o ganancia dependen de un suceso incierto, como el seguro, el juego y la apuesta.",,,3,"Son convenios recíprocos cuyos efectos de pérdida o ganancia dependen de un suceso incierto, como el seguro, el juego y la apuesta.","Los contratos aleatorios se caracterizan por la incertidumbre en las ventajas o pérdidas, dependiendo de un evento futuro incierto.",
opcion_unica,¿En qué casos se puede dar la inexistencia del contrato?,Derecho,"Cuando el contrato es celebrado por un incapaz, pero con objeto lícito.",Cuando el contrato tiene un vicio del consentimiento como error o dolo.,"Cuando falta un requisito de validez, como la voluntad, el objeto, la causa o la solemnidad, el contrato se considera inexistente.","Cuando el contrato no cumple con la forma escrita, pero es consensual.",,,2,"Cuando falta un requisito de validez, como la voluntad, el objeto, la causa o la solemnidad, el contrato se considera inexistente.","La inexistencia se produce por ausencia de elementos esenciales como consentimiento, objeto, causa o solemnidad.",
opcion_unica,¿En qué casos se da la nulidad de pleno derecho en los contratos?,Derecho,Cuando el contrato es lesivo para una de las partes.,Cuando el contrato adolece de vicios del consentimiento como error o dolo.,Cuando el contrato no cumple con los requisitos de fondo o de forma establecidos por la ley para su validez.,"Cuando el contrato es celebrado por un incapaz, pero con objeto lícito.",,,2,Cuando el contrato no cumple con los requisitos de fondo o de forma establecidos por la ley para su validez.,"La nulidad de pleno derecho opera cuando se violan requisitos esenciales de fondo o forma, haciendo el contrato inválido desde su origen.",
opcion_unica,¿En qué contratos se puede producir la anulabilidad?,Derecho,En los contratos que carecen de objeto o causa.,En los contratos que no cumplen con la solemnidad requerida.,En los contratos que son contrarios a la moral o al orden público.,"En los contratos afectados por error, violencia, dolo, incapacidad o vicios de forma, que son susceptibles de anulación relativa.",,,3,"En los contratos afectados por error, violencia, dolo, incapacidad o vicios de forma, que son susceptibles de anulación relativa.","La anulabilidad se presenta cuando existen vicios del consentimiento o incapacidad, permitiendo la nulidad relativa.",
opcion_unica,"¿Cuáles son los efectos de la inexistencia, nulidad absoluta y anulabilidad de los contratos?",Derecho,"La inexistencia no produce efectos, pero la nulidad absoluta y la anulabilidad sí son retroactivas.","Todos los tipos de nulidad tienen efectos retroactivos, obligando a restituir lo recibido.","La anulabilidad tiene efectos retroactivos, pero la inexistencia y la nulidad absoluta no.","La inexistencia y nulidad absoluta tienen efectos retroactivos, desapareciendo el contrato y sus obligaciones, mientras que la anulabilidad no es retroactiva, surtiendo efectos desde la sentencia.",,,3,"La inexistencia y nulidad absoluta tienen efectos retroactivos, desapareciendo el contrato y sus obligaciones, mientras que la anulabilidad no es retroactiva, surtiendo efectos desde la sentencia.","La inexistencia y nulidad absoluta anulan el contrato retroactivamente, mientras que la anulabilidad solo produce efectos hacia el futuro.",
opcion_unica,¿Cómo se produce la confirmación de los contratos?,Derecho,La confirmación es un acto bilateral que requiere el acuerdo de ambas partes.,La confirmación se da cuando las partes celebran un nuevo contrato que sustituye al anterior.,"La confirmación ocurre cuando la parte que podría invocar la nulidad relativa renuncia a esa acción, con conocimiento del vicio y sin estar afectada por él.",La confirmación se produce cuando el juez declara la validez del contrato.,,,2,"La confirmación ocurre cuando la parte que podría invocar la nulidad relativa renuncia a esa acción, con conocimiento del vicio y sin estar afectada por él.","La confirmación es un acto unilateral de la parte legitimada para invocar la nulidad relativa, que renuncia a ella con conocimiento del vicio.",
opcion_unica,¿En qué consiste el principio de la autonomía de la voluntad de las partes al contratar?,Derecho,Es la facultad del juez para modificar los contratos según su criterio.,Es la facultad de las partes de contratar solo sobre bienes muebles.,Es la obligación de las partes de contratar con quien el Estado designe.,"Es la facultad de los particulares para celebrar libremente actos jurídicos y determinar su contenido y efectos, dentro de los límites legales.",,,3,"Es la facultad de los particulares para celebrar libremente actos jurídicos y determinar su contenido y efectos, dentro de los límites legales.","La autonomía de la voluntad permite a las partes celebrar contratos libremente y fijar su contenido, siempre que no contravengan la ley.",
opcion_unica,¿Cuáles son los vicios del consentimiento en los contratos?,Derecho,"Los vicios del consentimiento son el error, la violencia, el dolo y la lesión, que anulan el acto jurídico a favor de la parte afectada.","Los vicios son el error, la ignorancia y la negligencia.","Los vicios son la simulación, el fraude y el abuso de derecho.","Los vicios son la incapacidad, el objeto ilícito y la falta de forma.",,,0,"Los vicios del consentimiento son el error, la violencia, el dolo y la lesión, que anulan el acto jurídico a favor de la parte afectada.","Los vicios del consentimiento son anomalías que afectan la voluntad, como error, violencia, dolo y lesión, y permiten anular el contrato.",
opcion_unica,"¿En qué consisten el dolo, el error y la violencia como vicios del consentimiento en la celebración de contratos?",Derecho,Opción incorrecta relacionada con Derecho,Opción incorrecta relacionada con Derecho,El error es un obstáculo que impide la formación del contrato; el dolo es un error provocado o inducido que causa nulidad si sin él no se hubiera contratado; la violencia es la ejercida sobre el contratante y causa nuli…,Opción incorrecta relacionada con Derecho,,,2,El error es un obstáculo que impide la formación del contrato; el dolo es un error provocado o inducido que causa nulidad si sin él no se hubiera contratado; la violencia es la ejercida sobre el contratante y causa nuli…,"La respuesta correcta sintetiza las definiciones de error, dolo y violencia conforme al Código Civil, incluyendo la precisión de que la violencia puede ser ejecutada por un tercero.",
opcion_unica,¿Qué es la lesión en los contratos?,Derecho,Es el perjuicio económico que sufre una de las partes contratantes; es un vicio excepcional del consentimiento que solo aplica en determinados contratos y respecto de ciertas personas.,Es el perjuicio económico que sufre una de las partes contratantes; es un vicio común del consentimiento que aplica a todos los contratos y a todas las personas.,Es el perjuicio económico que sufre una de las partes contratantes; es un vicio excepcional del consentimiento que solo aplica en contratos de compraventa de inmuebles.,Es el perjuicio moral que sufre una de las partes contratantes; es un vicio excepcional del consentimiento que solo aplica en determinados contratos y respecto de ciertas personas.,,,0,Es el perjuicio económico que sufre una de las partes contratantes; es un vicio excepcional del consentimiento que solo aplica en determinados contratos y respecto de ciertas personas.,"La lesión es un perjuicio económico que sufre una parte, y se considera un vicio excepcional porque solo procede en ciertos contratos y para ciertas personas.",
